tj,pers
навҳагарӣ,نوحه‌گری
навҳасаро,نوحه‌سرا
навҳасароӣ,نوحه‌سرای
навҷаба,نو‌جبه
навҷӯш,نو‌جوش
навшира,نو‌شیره
навшогирд,نو‌شاگرد
навшудгор,نوش‌دگار
навъсанҷӣ,نوع‌سنجی
навэҷод,نو‌ایجاد
нагунбахтӣ,نگون‌بختی
нагунсор,نگو‌نسار
нагҳат,نگه‌ت
нағзакак,نغز‌کک
нағзакбурӣ,نغز‌کبری
нағмабоз,نغمه‌باز
нағмабозӣ,نغمه‌بازی
нағмагар,نغمه‌گر
нағманавоз,نغمه‌نواز
нағманавозӣ,نغمه‌نوازی
нағмапардоз,نغمه‌پرداز
нағмапардозӣ,نغمه‌پردازی
нағмасаро,نغمه‌سرا
нағмасароӣ,نغمه‌سرائی
нағмахон,نغمه‌خوان
наддофхона,نداف‌خانه
надоматзада,ندامت‌زده
нажодшиносӣ,نژاد‌شناسی
назарбаланд,نظر‌بلند
назарбаландӣ,نظر‌بلندی
назарбаландона,نظربلند‌انه
назарбанд,نظر‌بند
назарбозӣ,نظر‌بازی
назаргаҳ,نظر‌گه
назаргир,نظر‌گیر
назардӯз,نظر‌دوز
назариёт,نظر‌یات
назариявӣ,نظری‌هوی
назариядон,نظریه‌دان
назаркарда,نظر‌کرده
назармаҳдуд,نظر‌محدود
назарпараст,نظر‌پرست
назарпаст,نظر‌پست
назарписанд,نظر‌پسند
назарпурсӣ,نظر‌پرسی
назаррабо,نظر‌ربا
назаррас,نظر‌رس
назартанг,نظر‌تنگ
назартангӣ,نظر‌تنگی
назарфиреб,نظر‌فریب
назарфиребӣ,نظر‌فریبی
назархоҳ,نظر‌خواه
назархоҳӣ,نظر‌خواهی
наздикбин,نزدیک‌بین
наздикбинӣ,نزدیک‌بینی
наздикфикр,نزدیک‌فکر
наздимактабӣ,نزد‌مکتبی
наздишаҳрӣ,نزد‌شهری
назирагӯӣ,نظیره‌گوئی
назирасароӣ,نظیره‌سرائی
назмнавис,نظم‌نویس
назмшиносӣ,نظم‌شناسی
назокатомез,نزاکت‌آمیز
назоратгар,نظارت‌گر
назораткунанда,نظارت‌کننده
назоратчӣ,نظارت‌چی
найанбон,نی‌انبان
найбаст,نی‌بدست
найзаандоз,نیزه‌انداز
найзаандозӣ,نیزه‌اندازی
найзабоз,نیزه‌باز
найзабозӣ,نیزه‌بازی
найзаболо,نیزه‌بالا
найзазанӣ,نیزه‌زنی
найзаҷанг,نیزه‌جنگ
найзор,نیز‌ار
найқалам,نی‌قلم
найлабак,نیل‌بک
наймонанд,نیم‌انند
найнавоз,نی‌نواز
найнавозӣ,نی‌نوازی
найрангбоз,نیرنگ‌باز
найрангбозӣ,نیرنگ‌بازی
найрангсоз,نیرنگ‌ساز
найранҷот,نیر‌نجات
найчаандоз,نیچه‌انداز
найчаандозӣ,نیچه‌اندازی
найчамонанд,نیچه‌مانند
найчапайванд,نیچه‌پیوند
найчашиша,نیچه‌شیشه
накбатбор,نکبت‌بار
накбатовар,نکبت‌آور
накбо,ن‌کبا
накӯандеш,نکو‌اندیش
накӯаҳвол,نکو‌احوال
накӯаҳволӣ,نکو‌احوالی
накӯгӯй,نکو‌گوی
накӯзот,نکو‌ذات
накӯкирдор,نکو‌کردار
накӯрой,ن‌کورای
накӯрӯй,نکو‌روی
накӯсиришт,نکو‌سرشت
накӯсифат,نکو‌صفت
некӯсифатӣ,نکو‌صفتی
накӯтолеъ,نکو‌طالع
накӯфарҷом,نکو‌فرجام
накӯхислат,نکو‌خصلت
накӯхисол,نکو‌خصال
накӯхоҳ,نکو‌خواه
накӯхоҳӣ,نکو‌خواهی
накӯҳолӣ,نکو‌حالی
нақбафкан,نقب‌افکن
нақбафканӣ,نقب‌افکنی
нақбзан,نقب‌زن
нақбзанӣ,نق‌بزنی
нақбкан,نقب‌کن
нақбканӣ,نقب‌کنی
нақдина,نقدی‌نه
нақдонақд,نقد‌انقد
нақдшинос,نقد‌شناس
нақибат,نقی‌بت
наққошхона,نقاش‌خانه
нақлан,نقل‌ا
нақлгӯй,نقل‌گوی
нақлиёт,نقل‌یات
нақлиётӣ,نقل‌یاتی
нақлкунанда,نقل‌کننده
нақоразан,نقاره‌زن
нақоразанӣ,نقاره‌زنی
нақоранавоз,نقاره‌نواز
нақоранавозӣ,نقاره‌نوازی
нақорахона,نقاره‌خانه
нақорачӣ,ن‌قارچی
нақорачӯб,نقاره‌چوب
нақрасанг,نقرس‌نگ
нақшабардорӣ,نقشه‌برداری
нақшагирӣ,نقشه‌گیری
нақшакаш,نقشه‌کش
нақшакашӣ,نقشه‌کشی
нақшандоз,نقش‌انداز
нақшандозӣ,نقش‌اندازی
нақшбанд,نقش‌بند
нақшбандӣ,نقش‌بندی
нақшбоз,نقش‌باز
нақшгӯӣ,نقش‌گوئی
нақшгӯй,نقش‌گوی
нақшдор,نقش‌دار
нақшин,نقش‌ین
нақшкалон,نقش‌کلان
нақшкан,نقش‌کن
нақшканӣ,نقش‌کنی
нақшкӯб,نقش‌کوب
нақшкӯбӣ,نقش‌کوبی
нақшқолаб,نقش‌قالب
нақшнигор,نقش‌نگار
нақшнок,نقش‌ناک
нақшнома,نقش‌نامه
нақшофарин,نقش‌آفرین
нақшофаринӣ,نقش‌آفرینی
нақшхон,نقش‌خوان
нақшхонӣ,نقش‌خوانی
намадзин,نمد‌زین
намадин,ن‌مدین
намадпӯш,نمد‌پوش
намадсоз,نمد‌ساز
намакандеш,نمک‌اندیش
намакзада,نمک‌زده
намакношинос,نمک‌ناشناس
намакоб,نمک‌آب
намакпошӣ,نمک‌پاشی
намаксанг,نمک‌سنگ
намаксо,نمک‌سا
намаксуд,نمک‌سود
намакфурӯш,نمک‌فروش
намакфурӯшӣ,نمک‌فروشی
намакхор,نمک‌خوار
намакхӯр,نمک‌خور
намакхӯрда,نمک‌خورده
намакчаш,نمک‌چش
намакчашак,نمک‌چشک
намакшинос,نمک‌شناس
намакшӯӣ,نمک‌شوئی
намзамин,نم‌زمین
намибардор,نمی‌بردار
намигарӣ,نمی‌گری
наминигоҳдорӣ,نمی‌نگاهداری
намисанҷ,نمی‌سنج
намобандӣ,نما‌بندی
намодгаро,نماد‌گرا
намодгароӣ,نماد‌گرائی
намозгоҳ,نماز‌گاه
намозгузор,نماز‌گزار
намозгузорӣ,نماز‌گزاری
намозхон,نماز‌خوانی
намозхонӣ,نماز‌خوانی
намоишдиҳанда,نمایش‌دهنده
намоишдиҳӣ,نمایش‌دهی
намоишкорӣ,نمایش‌کاری
намоишкорона,نمایش‌کارانه
намосоз,نما‌ساز
намреза,نم‌ریزه
намунавор,نمونه‌وار
нангинрӯй,ننگین‌روی
нанговар,ننگ‌آور
наппанав,نپ‌هنو
нарангушт,نر‌انگشت
наргиса,نرگس‌ه
наргов,نر‌گاو
нарғӯл,نر‌غول
нардсунбул,نرد‌سنبل
нардтахта,نرد‌تخته
наркоз,نر‌کاز
нармак,نرم‌ک
нармгардан,نرم‌گردن
нармгуфтор,نرم‌گفتار
нармгуфторӣ,نرم‌گفتاری
нармгӯй,نرم‌گوی
нармдил,نرم‌دل
нармдилӣ,نرم‌دلی
нармзабон,نرم‌زبان
нармидан,ن‌رمیدن
нармкунак,نرم‌کنک
нармлагом,نرم‌لگام
нарммуомила,نرم‌معامله
нармоҳан,نرم‌آهن
нармоҳанӣ,نرم‌آهنی
нармпой,نرم‌پای
нармрав,نرم‌رو
нармсухан,نرم‌سخن
нармтабиат,نرم‌طبیعت
нармтан,نرم‌تن
нармхок,نرم‌خاک
нармшамшер,نرم‌شمشیر
нармшона,نرم‌شانه
нарпарда,نر‌پرده
наррашер,نره‌شیر
нархар,نرخ‌ر
нархгузор,نرخ‌گذار
нархгузоранда,نرخ‌گذارنده
нархгузорӣ,نرخ‌گذاری
нархмонӣ,نرخ‌مانی
нархук,نرخ‌وک
насабнома,نسب‌نامه
насабшинос,نسب‌شناس
насабшиносӣ,نسب‌شناسی
насибадор,نصیب‌هدار
насибахӯр,نصیبه‌خور
насиҳатгар,نصیحت‌گر
насиҳатгарӣ,نصیحت‌گری
насиҳатгӯӣ,نصیحت‌گوئی
насиҳатгӯй,نصیحت‌گوی
насиҳатдиҳӣ,نصیحت‌دهی
насиҳатомез,نصیحت‌آمیز
насиҳатшунав,نصیحت‌شنو
насияфурӯшӣ,نسیه‌فروشی
насиячин,نسیه‌چین
насиячинӣ,نسیه‌چینی
наслан,نسل‌ا
наслгирӣ,نسل‌گیری
наслдеҳ,نسل‌ده
наслдиҳӣ,نسل‌دهی
насрнавис,نثر‌نویس
насрнависӣ,نثر‌نویسی
насроният,نصر‌انیت
натиҷабахш,نتجه‌بخش
натиҷагирӣ,نتیجه‌گیری
натиҷанок,نتیجه‌ناک
наттоқ,ن‌طاق
наттоқӣ,ن‌طاقی
натуралӣ,ن‌تورلی
наузубиллоҳ,نعوذ‌باالله
нафақагир,نفقه‌گیر
нафақагирӣ,نفقه‌گیری
нафақахӯр,نفقه‌خور
нафасбанд,نفس‌بند
нафасгардон,نفس‌گردان
нафаскашӣ,نفس‌کشی
нафаскӯтоҳ,نفس‌کوتاه
нафастанг,نفس‌تنگ
нафастангӣ,نفس‌تنگی
нафисакорӣ,نفیس‌هکاری
нафискор,نفیس‌کار
нафискорона,نفیس‌کارانه
нафосат,نف‌است
нафрат,نفر‌ت
нафратангез,نفرت‌انگیز
нафратбор,نفر‌تبار
нафратзада,نفرت‌زده
нафратовар,نفرت‌آور
нафратомез,نفرت‌آمیز
нафридан,نفری‌دن
нафрин,نفر‌ین
нафринкарда,نفری‌نکرده
нафскалон,نفس‌کلان
нафспараст,نفس‌پرست
нафспарастӣ,نفس‌پرستی
нафспарвар,نفس‌پرور
нафсуламр,نفس‌الامر
нафталин,نفت‌لین
нафтандоз,نفت‌انداز
нафтандозӣ,نفت‌اندازی
нафткашӣ,نفت‌کشی
нафткашон,نفت‌کشان
нафтрасон,نفت‌رسان
нафтрасонӣ,نفت‌رسانی
нафтхез,نفت‌خیز
нафъдиҳанда,نفع‌دهنده
нафъовар,نفع‌آور
нахдор,ن‌خدار
нахлбанд,نخل‌بند
нахлистон,نخل‌استان
нахпеч,نخ‌پیچ
нахрес,ن‌خریس
нахтоб,نخ‌تاب
нахтобӣ,نخ‌تابی
нахуствазир,نخست‌وزیر
нахустнамоиш,نخست‌نمایش
нахустфарзанд,نخست‌فرزند
нахӯдак,ن‌خودک
нахӯдбирён,نخود‌بریان
нахӯддона,نخود‌دانه
нахӯдзор,نخود‌زار
нахӯдранг,نخود‌رنگ
нахӯдшӯрак,نخود‌شورک
нахӯдшӯрбо,نخود‌شوربا
наххос,ن‌خاس
нахчирзан,نخچی‌رزن
нахҷирвол,نخجیر‌وال
нахҷиргон,نخجیر‌گان
нахҷиргоҳ,نخجیر‌گاه
наҳб,نه‌ب
наҳоран,نه‌ارا
наҳсият,نحسی‌ت
наҷотбахш,نجات‌بخش
наҷотбахшӣ,نجات‌بخشی
наҷотдиҳанда,نجات‌دهنده
наҷотдиҳӣ,نجات‌دهی
наҷотёбӣ,نجات‌یابی
наҷотёфта,نجات‌یافته
нашастан,نشست‌ن
нашвунамо,نشون‌ما
нашшакаш,نشه‌کش
нашшакашӣ,نشه‌کشی
наълбаҳо,نعل‌بها
наългарӣ,نعل‌گری
наълдоғ,نعل‌داغ
наълзан,نعل‌زن
наълзанӣ,نعل‌زنی
наълнок,نعل‌ناک
наълшакл,نعل‌شکل
наъшкаш,نعش‌کش
невбанд,نی‌وبند
невроз,نیو‌راز
негатив,نیگ‌تیو
