tj,pers
Фурудгоҳи Башо,فرودگاه باشا
Фурудгоҳи Бағдод,فرودگاه بغداد
Фурудгоҳи Баҷура,فرودگاه باجورا
Фурудгоҳи Баҷҳонг,فرودگاه باجهانگ
Фурудгоҳи Би Бар Ранч,فرودگاه بی بار رنچ
Фурудгоҳи Беарскин Лейк,فرودگاه برسکین لیک
Фурудгоҳи Беверли,فرودگاه شهری بورلی
Фурудгоҳи Бегумпет,فرودگاه بگومپت
Фурудгоҳи Беер Шева (Тейман),فرودگاه بئرشبع (تیمان)
Фурудгоҳи Безимянка,فرودگاه بزیمیانکا
Фурудгоҳи Безирс Кап де Агд,فرودگاه بیزیرس کپ داگد
Фурудгоҳи Бей Бриҷ,فرودگاه بی بریج
Фурудгоҳи Бей Диеспор,فرودگاه بی دسپویر
Фурудгоҳи Бейд,فرودگاه بد
Фурудгоҳи Бейкер,فرودگاه بیکر
Фурудгоҳи Бейкер Лейк,فرودگاه بیکر لیک
Фурудгоҳи Бейпорт,فرودگاه بایپورت
Фурудгоҳи Бейра,فرودگاه بیرا
Фурудгоҳи Бейтаун,فرودگاه بی تاون
Фурудгоҳи Бейя,فرودگاه بژا
Фурудгоҳи Бейҳай Фучен,فرودگاه بیهای فوچنگ
Фурудгоҳи Беклс,فرودگاه بکلس
Фурудгоҳи Бела Крква,فرودگاه بیلا کرکوا
Фурудгоҳи Белага,فرودگاه بلاگا
Фурудгоҳи Белгаум,فرودگاه بلگایوم
Фурудгоҳи Белла Белла (Ҷазираи Кемпбел),فرودگاه بلا بلا
Фурудгоҳи Белла Кула,فرودگاه بلا کولا
Фурудгоҳи Белладея,فرودگاه بلادر
Фурудгоҳи Беллари,فرودگاه بلاری
Фурудгоҳи Беллевил,فرودگاه بلیوایل
Фурудгоҳи Беллевилл,فرودگاه بلیوایل آ
Фурудгоҳи Беллоно,فرودگاه بلونو
Фурудгоҳи Белмонт,فرودگاه بلمانت
Фурудгоҳи Белмуллет,فرودگاه بلمولت
Фурудгоҳи Белокани,فرودگاه بلوکانی
Фурудгоҳи Белуга,فرودگاه بلوگا
Фурудгоҳи Бемберек,فرودگاه بمبرک
Фурудгоҳи Бембриҷ,فرودگاه بمبریج
Фурудгоҳи Беналла,فرودگاه بنالا
Фурудгоҳи Беналто Ҳилманз Фарм,فرودگاه بنالتو/هیلمانز فارم
Фурудгоҳи Бенгасси,فرودگاه بنگاسی
Фурудгоҳи Бенгбу,فرودگاه بنگبو
Фурудгоҳи Бенгуелла,فرودگاه بنگولا
Фурудгоҳи Бенин,فرودگاه بنین
Фурудгоҳи Бенито Салас,فرودگاه بنیتو اسالا
Фурудгоҳи Бенсбач,فرودگاه بنسباچ
Фурудгоҳи Бентуи,فرودگاه بنتیو
Фурудгоҳи Бенҳам,فرودگاه بنهام
Фурудгоҳи Бенҷамин Ривера Нориега,فرودگاه بنیامین ریویرا نرییگا
Фурудгоҳи Бенҷина,فرودگاه بنیینا
Фурудгоҳи Бербера,فرودگاه بربرا
Фурудгоҳи Берберати,فرودگاه بربیراتی
Фурудгоҳи Бердсвил,فرودگاه بیردسویل
Фурудгоҳи Бердянск,فرودگاه بردیانسک
Фурудгоҳи Березовка,فرودگاه برزووکا
Фурудгоҳи Берейли,فرودگاه بریلی
Фурудгоҳи Берейн,فرودگاه برانه
Фурудгоҳи Беренс Ривер,فرودگاه برنس ریور
Фурудгоҳи Берингин,فرودگاه برینگین
Фурудгоҳи Берлевог,فرودگاه برلواگ
Фурудгоҳи Берлин Бранденбург,فرودگاه برلین براندنبورگ
Фурудгоҳи Берлин Тегел,فرودگاه برلین تگل
Фурудгоҳи Берлин Шонефелд,فرودگاه برلین شونفلد
Фурудгоҳи Бермуда-Дюнс,فرودگاه برمودا دونز
Фурудгоҳи Берн,فرودگاه برن
Фурудгоҳи Бернард,فرودگاه برن (شهر)
Фурудгоҳи Берни,فرودگاه برنی
Фурудгоҳи Бернс Лейк,فرودگاه برنس لیک
Фурудгоҳи Берт Муни,فرودگاه برت مونی
Фурудгоҳи Бертуа,فرودگاه برتوا
Фурудгоҳи Бесансо – Лавиз,فرودگاه بسانچون
Фурудгоҳи Бесекер,فرودگاه بیسکر
Фурудгоҳи Бессемер,فرودگاه بسمر
Фурудгоҳи Бетел,فرودگاه بتل
Фурудгоҳи Бетз,فرودگاه بتز
Фурудгоҳи Бетл Маунтен,فرودگاه بتل ماونتن
Фурудгоҳи Бетлеҳем,فرودگاه بیت‌لحم
Фурудгоҳи Бетмен,فرودگاه باتمان
Фурудгоҳи Бетоамбари,فرودگاه بتوامباری
Фурудгоҳи Беттлс,فرودگاه بتلز
Фурудгоҳи Бивер Крик,فرودگاه بیور کریک
Фурудгоҳи Бивер Марш,فرودگاه بیور مارش
Фурудгоҳи Бивер Оакс,فرودگاه بیوراوکس
Фурудгоҳи Биверли,فرودگاه بیورلی
Фурудгоҳи Биверлоҷ,فرودگاه بیورلوژ
Фурудгоҳи Биверлоҷ/Кланачан,فرودگاه بیورلوژ/کلاناچان
Фурудгоҳи Бивертон,فرودگاه بیورتن
Фурудгоҳи Бивертон Норт,فرودگاه بیورتن نورته
Фурудгоҳи Биг Беар Сити,فرودگاه بیگ بیر سیتی
Фурудгоҳи Биг Бивер,فرودگاه بیگ بیور
Фурудгоҳи Биг Крик (Айдаҳо),فرودگاه بیگ گریک (آیداهو)
Фурудгоҳи Биг Крик (Белиз),فرودگاه بیگ گریک (بیلز)
Фурудгоҳи Биг Лейк,فرودگاه بیگ لیک
Фурудгоҳи Биг Мади Ренч,فرودگاه بیگ مادی رنچ
Фурудгоҳи Биг Ривер,فرودگاه بیگ ریور
Фурудгоҳи Биг Сенди,فرودگاه بیگ سندی
Фурудгоҳи Биг Спринг МасМаҳон-Ринкл,فرودگاه بیگ اسپرینگ مک‌ماهون–رینکل
Фурудгоҳи Биггар,فرودگاه بیگار
Фурудгоҳи Бигл Скай Ренч,فرودگاه بیگل اسکای رنچ
Фурудгоҳи Бидар,فرودگاه بیدر
Фурудгоҳи Бидурӣ,فرودگاه بدوری
Фурудгоҳи Биити,فرودگاه بیتی
Фурудгоҳи Бикон Филд,فرودگاه بیکن فیلد
Фурудгоҳи Биласпур,فرودگاه بیلاسپور
Фурудгоҳи Билбао,فرودگاه بیلبائو
Фурудгоҳи Билдудадур,فرودگاه بیلدودالور
Фурудгоҳи Билиран,فرودگاه بیلیران
Фурудгоҳи Билли Митчел,فرودگاه بیلی میشل
Фурудгоҳи Биллунд,فرودگاه بیلاند
Фурудгоҳи Билтин,فرودگاه بیلتین
Фурудгоҳи Бима,فرودگاه بیما
Фурудгоҳи Бинака,فرودگاه بیناکا
Фурудгоҳи Биндлачер Берг,فرودگاه بیندلاچر برگ
Фурудгоҳи Бинтулу,فرودگاه بینتولو
Фурудгоҳи Бир,فرودگاه بیر
Фурудгоҳи Бир Мограйн,فرودگاه بیرموگرین
Фурудгоҳи Бирао,فرودگاه بیراو
Фурудгоҳи Биратнагар,فرودگاه بیراتناگر
Фурудгоҳи Бирмингҳам,فرودگاه بیرمنگام
Фурудгоҳи Бирч Крик,فرودگاه بیرچ کریک
Фурудгоҳи Бирч Маунтен,فرودگاه بیرچ ماونتن
Фурудгоҳи Бирч Ҳилз,فرودگاه بیرچ هیل
Фурудгоҳи Бирчвуд,فرودگاه بیرچ‌وود
Фурудгоҳи Бискра,فرودگاه بیسکرا
Фурудгоҳи Бислиг,فرودگاه بیسلیگ
Фурудгоҳи Битбург,فرودگاه بیتبورگ
Фурудгоҳи Бич Ранч,فرودگاه بیچ رنچ
Фурудгоҳи Бич Фактори,فرودگاه بیچ فکتری
Фурудгоҳи Бичи,فرودگاه بیچ
Фурудгоҳи Биҷапур,فرودگاه بیجاپور
